Copyright (C) 2006-2011
Gaia Data Processing and Analysis Consortium

THIS IS AN AUTOMATICALLY GENERATED FILE - DO NOT EDIT!

The file has been automatically generated from the contents of the
Gaia Parameter Database at the URL
    http://gaia.esac.esa.int/gpdb
Version -live (r.231494)-2012-05-18T04:59:16

Please report any problems arising from the usage of this file to
the Gaia Librarian gaialib@rssd.esa.int

Name,Value,Unit,Basic,Scalar,Description,Source,Expression,LaTeX label,Last modified
NatureJupiter_NorthRotationalPole_RightAscensionRateOfChange,-0.000000177933,deg day^-1,false,true,"IAU-recommended value for the rate of change (in degrees per Julian day, calculated from the standard epoch) of the right ascension \alpha_0 of the north pole of rotation of Jupiter. The pair (\alpha_0, \delta_0) denotes standard equatorial coordinates with equinox J2000 at epoch J2000 (the standard epoch is 1.5 January 2000 = JD2451545.0 TDB). The north pole is that pole of rotation that lies on the north side of the invariable plane of the solar system; the approximate coordinates of the north pole of the invariable plane are \alpha_0 = 273.85 deg and \delta_0 = 66.99 degrees","B.A. Archinal, et al., 1 February 2011, 'Report of the IAU Working Group on Cartographic Coordinates and Rotational Elements: 2009', Celestial Mechanics and Dynamical Astronomy, 109, 101-135 (2011CeMDA.109..101A)","-0.006499/36525","d\alpha_0/dt",2010-12-06T12:00:00
NatureJupiter_NorthRotationalPole_DeclinationRateOfChange,0.000000066064,deg day^-1,false,true,"IAU-recommended value for the rate of change (in degrees per Julian day, calculated from the standard epoch) of the declination \delta_0 of the north pole of rotation of Jupiter. The pair (\alpha_0, \delta_0) denotes standard equatorial coordinates with equinox J2000 at epoch J2000 (the standard epoch is 1.5 January 2000 = JD2451545.0 TDB). The north pole is that pole of rotation that lies on the north side of the invariable plane of the solar system; the approximate coordinates of the north pole of the invariable plane are \alpha_0 = 273.85 deg and \delta_0 = 66.99 degrees","B.A. Archinal, et al., 1 February 2011, 'Report of the IAU Working Group on Cartographic Coordinates and Rotational Elements: 2009', Celestial Mechanics and Dynamical Astronomy, 109, 101-135 (2011CeMDA.109..101A)","0.002413/36525","d\delta_0/dt",2010-12-06T12:00:00
NatureJupiter_EquatorialRadius,7.1492e+7,m,false,true,"Equatorial radius of Jupiter","","Jupiter_VolumetricRadius * pow(1 - Jupiter_Flattening; -1/3)","a",2010-10-08T15:00:00
NatureJupiter_PolarRadius,6.6854e+7,m,false,true,"Polar radius of Jupiter","","Jupiter_EquatorialRadius * (1 - Jupiter_Flattening)","b",2010-10-08T15:00:00
NatureJupiter_MassDensity_Mean,1.3262,g cm^-3,false,true,"Mean mass density of Jupiter","","3 * Jupiter_Mass / (4 * Pi_Constant * Jupiter_VolumetricRadius * Jupiter_VolumetricRadius * Jupiter_VolumetricRadius * 1000)","\rho",2010-10-08T15:00:00
NatureJupiter_EncompassingSphereRadius,7.1492e+7,m,false,true,"Radius of the smallest hypothetical sphere around Jupiter which would encompass the body (this is a low-accuracy parameter used in the relativistic model)","","Jupiter_EquatorialRadius","R",2008-03-18T15:00:00
NatureJupiter_LightDeflection_Limb,16634,10^-6 arcsec,false,true,"Post-Newtonian deflection angle of a limb-grazing light ray due to the spherically symmetric part of the gravitational field of Jupiter","S.A. Klioner, 2003, 'A Practical Relativistic Model for Microarcsecond Astrometry in Space', AJ, 125, 1580, Equation 64 with cot(x) = cos(x) / sin(x) approximated by x^-1; see also J.H.J. de Bruijne, 19 February 2002, 'Gravitational light deflection', GAIA-JdB-001","1.0E6 * 180 * 3600 * 2 * (1 + PPN_Gamma) * Newton_Constant * Jupiter_Mass / (VelocityOfLight_Constant_Vacuum * VelocityOfLight_Constant_Vacuum * Jupiter_VolumetricRadius * Pi_Constant)","\delta_{\rm pN}",2006-03-01T09:00:00
NatureJupiter_TransitProbability,0.098,%,false,true,"Geometric transit probability (Jupiter transiting the Sun) for an observer external to the solar system","E.g., A. Johansen, 26 March 2002, 'Detection of planetary transits with the Gaia satellite', GAIA-CUO-106, issue 1.3, Section 2.1, Equation 2.2, page 14","100 * (Sun_EquatorialRadius + Jupiter_VolumetricRadius) / (JupiterSystem_OrbitalSemiMajorAxis_J2000 * AstronomicalUnit_Meter)","",2006-03-01T09:00:00
NatureJupiter_FluxReduction_Maximum,1.009,%,false,true,"Maximum reduction of the solar flux for an observer external to the solar system during a transit of Jupiter","E.g., A. Johansen, 26 March 2002, 'Detection of planetary transits with the Gaia satellite', GAIA-CUO-106, issue 1.3, Section 2.2, Equation 2.4, page 14","100 * (Jupiter_VolumetricRadius / Sun_EquatorialRadius) * (Jupiter_VolumetricRadius / Sun_EquatorialRadius)","",2006-03-01T09:00:00
NatureJupiter_TransitTime_Maximum,1.36,day,false,true,"Maximum transit time of Jupiter (transiting the Sun) for an observer external to the solar system","E.g., A. Johansen, 26 March 2002, 'Detection of planetary transits with the Gaia satellite', GAIA-CUO-106, issue 1.3, Section 2.3, Equation 2.5, page 15","(JupiterSystem_OrbitalPeriod * JulianYear_Day / Pi_Constant)* asin((Sun_EquatorialRadius + Jupiter_VolumetricRadius) / (JupiterSystem_OrbitalSemiMajorAxis_J2000 * AstronomicalUnit_Meter))","",2006-03-01T09:00:00
NatureJupiterSystem_Mass,1.8986e+27,kg,false,true,"Jupiter-system mass (IAU 2009 CBE value). The planetary mass includes the contribution of its satellites","","Sun_GM / (SunToJupiterSystem_MassRatio * Newton_Constant)","M",2010-10-01T14:00:00
NatureJupiterSystem_RadialVelocitySignature,12.5,m s^-1,false,true,"Radial-velocity amplitude of the Sun induced by the Jupiter system for 'an edge-on observer' (i.e., an observer in the orbital plane of the Jupiter system)","E.g., A. Johansen, 26 March 2002, 'Detection of planetary transits with the Gaia satellite', GAIA-CUO-106, issue 1.3, Section 1.4, Equation 1.18, page 9","(2 * Pi_Constant * JupiterSystem_Mass / (JupiterSystem_OrbitalPeriod * JulianYear_Day * Day_Second * sqrt(1 - JupiterSystem_OrbitalEccentricity_J2000 * JupiterSystem_OrbitalEccentricity_J2000))) * pow(JupiterSystem_OrbitalPeriod * JupiterSystem_OrbitalPeriod * JulianYear_Day * Day_Second * JulianYear_Day * Day_Second * Newton_Constant / (4 * Pi_Constant * Pi_Constant * JupiterSystem_Mass * (1 + INPOP06:SunToJupiterSystem_MassRatio) * JupiterSystem_Mass * (1 + INPOP06:SunToJupiterSystem_MassRatio)); 1/3)","K",2007-08-16T16:00:00
NatureJupiterSystem_AstrometricSignature_10Parsec,497,10^-6 arcsec,false,true,"Astrometric signature of the Sun induced by the Jupiter system for an observer located at a distance of 10 pc from the Sun","E.g., A. Johansen, 26 March 2002, 'Detection of planetary transits with the Gaia satellite', GAIA-CUO-106, issue 1.3, Section 1.7, Equation 1.22, page 11","1.0E6 * JupiterSystem_OrbitalSemiMajorAxis_J2000 / (10 * INPOP06:SunToJupiterSystem_MassRatio)","\alpha",2007-08-16T16:00:00
NatureL2_OrbitalSemiMajorAxis_J2000,1.01008088,AU,false,true,"Mean orbital semi-major axis of the L2 orbit of the Sun and Earth-Moon system, at the standard epoch J2000.0. The orbital element is referenced to the mean ecliptic and equinox of J2000 at the standard epoch J2000.0. DE405 is based upon the International Celestial Reference Frame (ICRF)","F. Mignard, 15 March 2002, 'Considerations on the orbit of Gaia for simulations', GAIA-FM-011, Section 3","EMBC_OrbitalSemiMajorAxis_J2000 * (1 + L2_Rho)","a",2006-03-01T09:00:00
NatureL2_OrbitalEccentricity_J2000,0.01671123,,false,true,"Mean orbital eccentricity of the L2 orbit of the Sun and Earth-Moon system, at the standard epoch J2000.0. The orbital element is referenced to the mean ecliptic and equinox of J2000 at the standard epoch J2000.0. DE405 is based upon the International Celestial Reference Frame (ICRF)","See, e.g., F. Mignard, 15 March 2002, 'Considerations on the orbit of Gaia for simulations', GAIA-FM-011, Section 3.2, pages 6-7","EMBC_OrbitalEccentricity_J2000","e",2006-03-01T09:00:00
NatureL2_Mu,3.04042340e-6,,false,true,"Reduced mass \mu of the Sun and Earth-Moon system as used in GAIA-FM-011. Note that the INPOP06 value 328900.561400 gives \mu = 3.04042339E-6","F. Mignard, 15 March 2002, 'Considerations on the orbit of Gaia for simulations', GAIA-FM-011, Section 2","1 / (328900.56 + 1)","\mu",2006-03-01T09:00:00
NatureL2_Alpha,0.0100447147,,false,true,"Central auxiliary parameter in GAIA-FM-011","F. Mignard, 15 March 2002, 'Considerations on the orbit of Gaia for simulations', GAIA-FM-011, Equation 22","pow(L2_Mu/3; 1/3)","\alpha",2006-03-01T09:00:00
NatureL2_Rho,0.01007824044,,false,true,"Normalised separation between L2 and the Earth-Moon barycentre","F. Mignard, 15 March 2002, 'Considerations on the orbit of Gaia for simulations', GAIA-FM-011, Equation 23; see also the addition to GAIA-FM-011 dated 25 September 2003","L2_Alpha + L2_Alpha * L2_Alpha / 3 - L2_Alpha * L2_Alpha * L2_Alpha / 9 + 50 * L2_Alpha * L2_Alpha * L2_Alpha * L2_Alpha / 81 + 43 * L2_Alpha * L2_Alpha * L2_Alpha * L2_Alpha * L2_Alpha / 243 - 4 * L2_Alpha * L2_Alpha * L2_Alpha * L2_Alpha * L2_Alpha * L2_Alpha / 9","\rho",2006-03-01T09:00:00
NatureL2_CapitalOmega,3.940522185,,false,true,"Auxiliary variable in GAIA-FM-011","F. Mignard, 15 March 2002, 'Considerations on the orbit of Gaia for simulations', GAIA-FM-011, Equations 34 and 38; see also the addition to GAIA-FM-011 dated 25 September 2003","4 - 6 * L2_Alpha + 8 * L2_Alpha * L2_Alpha - 50 * L2_Alpha * L2_Alpha * L2_Alpha / 3 + 518 * L2_Alpha * L2_Alpha * L2_Alpha * L2_Alpha / 27 - 1090 * L2_Alpha * L2_Alpha * L2_Alpha * L2_Alpha * L2_Alpha / 81 + 22 * L2_Alpha * L2_Alpha * L2_Alpha * L2_Alpha * L2_Alpha * L2_Alpha / 9","\Omega",2006-03-01T09:00:00
NatureL2_Omega,1.985074856,{sidereal year}^-1,false,true,"Frequency of the vertical oscillation around L2","F. Mignard, 15 March 2002, 'Considerations on the orbit of Gaia for simulations', GAIA-FM-011, Equation 40; see also the addition to GAIA-FM-011 dated 25 September 2003","2 * (1 - 3 * L2_Alpha / 4 + 23 * L2_Alpha * L2_Alpha / 32 - 593 * L2_Alpha * L2_Alpha * L2_Alpha / 384 + 54281 * L2_Alpha * L2_Alpha * L2_Alpha * L2_Alpha / 55296 + 108875 * L2_Alpha * L2_Alpha * L2_Alpha * L2_Alpha * L2_Alpha / 663552 - 866645 * L2_Alpha * L2_Alpha * L2_Alpha * L2_Alpha * L2_Alpha * L2_Alpha / 589824)","\omega",2006-03-01T09:00:00
NatureL2_Omega_Period,184.00,day,false,true,"Synodic period of the vertical oscillation around L2 in units of days","F. Mignard, 15 March 2002, 'Considerations on the orbit of Gaia for simulations', GAIA-FM-011, Equation 40","SiderealYear_J2000Day / L2_Omega","P_z",2006-03-01T09:00:00
NatureL2_Sigma,2.057014191,{sidereal year}^-1,false,true,"Frequency of the oscillation around L2 in the horizontal plane","F. Mignard, 15 March 2002, 'Considerations on the orbit of Gaia for simulations', GAIA-FM-011, Equations 49 and 52; see also the addition to GAIA-FM-011 dated 25 September 2003","sqrt(2 * sqrt(7) - 1) * (1 + (((3 - 24/sqrt(7))/((2 * sqrt(7)-1))) * L2_Alpha / 2) + (((1247 - 1447/sqrt(7))/((2 * sqrt(7)-1) * (2 * sqrt(7)-1))) * L2_Alpha * L2_Alpha / 56) + (((413615 - 1817911/sqrt(7))/((2 * sqrt(7)-1) * (2 * sqrt(7)-1) * (2 * sqrt(7)-1))) * L2_Alpha * L2_Alpha * L2_Alpha / 2352) + (((1029045122 - 1720285699/sqrt(7))/((2 * sqrt(7)-1) * (2 * sqrt(7)-1) * (2 * sqrt(7)-1) * (2 * sqrt(7)-1))) * L2_Alpha * L2_Alpha * L2_Alpha * L2_Alpha / 1185408) - (((8155771370 - 24126216799/sqrt(7))/((2 * sqrt(7)-1) * (2 * sqrt(7)-1) * (2 * sqrt(7)-1) * (2 * sqrt(7)-1) * (2 * sqrt(7)-1))) * L2_Alpha * L2_Alpha * L2_Alpha * L2_Alpha * L2_Alpha / 7112448) - (((1387217969693 - 3163605647782/sqrt(7))/((2 * sqrt(7)-1) * (2 * sqrt(7)-1) * (2 * sqrt(7)-1) * (2 * sqrt(7)-1) * (2 * sqrt(7)-1) * (2 * sqrt(7)-1))) * L2_Alpha * L2_Alpha * L2_Alpha * L2_Alpha * L2_Alpha * L2_Alpha / 22127616) )","\sigma",2006-03-01T09:00:00
NatureL2_Sigma_Period,177.57,day,false,true,"Synodic period of the 'horizontal' elliptic motion around L2 (Equations 70-71 in GAIA-FM-011) in units of days","F. Mignard, 15 March 2002, 'Considerations on the orbit of Gaia for simulations', GAIA-FM-011, Section 5.4","SiderealYear_J2000Day / L2_Sigma","P_{xy}",2006-03-01T09:00:00
NatureL2_Beta,3.18722929,,false,true,"Axis ratio of the 'horizontal' elliptic motion around L2 (Equations 70-71 in GAIA-FM-011)","F. Mignard, 15 March 2002, 'Considerations on the orbit of Gaia for simulations', GAIA-FM-011, Equation 66; see also the addition to GAIA-FM-011 dated 25 September 2003","(L2_Sigma * L2_Sigma + 1 + 2 * L2_CapitalOmega) / (2 * L2_Sigma)","\beta",2006-03-01T09:00:00
NatureL2_PenumbraRadius,13926,km,false,true,"Maximum radius of the penumbra of the Earth during a solar eclipse as seen from a point 1.0E5 km 'behind' L2. GAIA-FM-011 uses a rounded value of 14000 km","F. Mignard, 15 March 2002, 'Considerations on the orbit of Gaia for simulations', GAIA-FM-011, Section 4 (symbol \sigma_2) and Equation 86 (symbol s)","1.0E-3 * (Earth_EquatorialRadius + (Earth_EquatorialRadius + Sun_EquatorialRadius) * (L2_Rho + 1.0E8 / AstronomicalUnit_Meter))","s",2006-03-01T09:00:00
NatureL2_QTimesEpsilon,5.8e-2,,false,true,"The 'residual quantity' p - q a = q \epsilon, with a = \sigma / \omega, in GAIA-FM-011","F. Mignard, 15 March 2002, 'Considerations on the orbit of Gaia for simulations', GAIA-FM-011, Table 1 and Section 6.4","L2_P - L2_Q * L2_Sigma / L2_Omega","q \epsilon",2006-03-01T09:00:00
NatureLightYear_AstronomicalUnit,63241.077088,AU,false,true,"Light year expressed in AU","","VelocityOfLight_Constant_Vacuum * JulianYear_Day * Day_Second / AstronomicalUnit_Meter","",2006-03-01T09:00:00
NatureLightYear_Parsec,0.306601,pc,false,true,"Light year expressed in parsecs","","VelocityOfLight_Constant_Vacuum * JulianYear_Day * Day_Second / Parsec_Meter","",2006-03-01T09:00:00
NatureLightYear_Meter,9.460730473e+15,m,false,true,"Light year expressed in meters","","VelocityOfLight_Constant_Vacuum * JulianYear_Day * Day_Second","",2006-03-01T09:00:00
NatureLSR_CircularVelocity,217.520,km s^-1,false,true,"Velocity of circular rotation at the solar Galactocentric radius (local circular speed). Note: Transactions of the IAU, Volume XIXB, 1985, page 254: V_0 = 220 km s^-1","","LSR_AngularVelocity * LSR_GalactocentricRadius","V_0",2008-06-23T18:00:00
NatureLSR_AngularVelocity,27.19,km s^-1 kpc^-1,false,true,"Angular velocity of circular rotation at the solar Galactocentric radius. Note: Transactions of the IAU, Volume XIXB, 1985, page 254: \Omega_0 = 220/8.5 = 25.88 km s^-1 kpc^-1","","Oort_Constant_A - Oort_Constant_B","\Omega_0",2006-03-01T09:00:00
NatureLSR_GalacticRotationPeriod,225.95,Myr,false,true,"Period of rotation around the Galactic centre at the solar Galactocentric radius for a circular orbit","","2 * Pi_Constant * LSR_GalactocentricRadius * Parsec_Meter / (1000000 * LSR_CircularVelocity * JulianYear_Day * Day_Second)","",2006-03-01T09:00:00
NatureLSR_Aberration_Maximum,4.2,10^-6 arcsec yr^-1,false,true,"Maximum (change in) aberration brought about by the acceleration of the LSR relative to the Galactic centre (resulting, if not corrected for, in spurious (apparent) proper motions for extra-Galactic sources in some regions of the sky)","J. Kovalevsky, 2003, 'Aberration in proper motions', A&A, 404, 743. See also ESA, July 2000, 'Gaia; Composition, Formation and Evolution of the Galaxy; Concept and Technology Study Report', ESA-SCI(2000)4, Section 1.8.10, page 110","LSR_CircularVelocity * 1.0E3 * LSR_CircularVelocity * 1.0E3 * JulianYear_Day * Day_Second * Radian_Arcsecond * 1.0E6 / (VelocityOfLight_Constant_Vacuum * 1.0E3 * LSR_GalactocentricRadius * Parsec_Meter)","",2006-03-01T09:00:00
NatureMagnetic_Constant,1.25663706143592e-6,N A^-2,false,true,"Magnetic constant (defining constant)","","4 * Pi_Constant * 1.0E-7","\mu_0",2006-03-01T09:00:00
NatureMars_NorthRotationalPole_RightAscensionRateOfChange,-0.0000029049,deg day^-1,false,true,"IAU-recommended value for the rate of change (in degrees per Julian day, calculated from the standard epoch) of the right ascension \alpha_0 of the north pole of rotation of Mars. The pair (\alpha_0, \delta_0) denotes standard equatorial coordinates with equinox J2000 at epoch J2000 (the standard epoch is 1.5 January 2000 = JD2451545.0 TDB). The north pole is that pole of rotation that lies on the north side of the invariable plane of the solar system; the approximate coordinates of the north pole of the invariable plane are \alpha_0 = 273.85 deg and \delta_0 = 66.99 degrees","B.A. Archinal, et al., 1 February 2011, 'Report of the IAU Working Group on Cartographic Coordinates and Rotational Elements: 2009', Celestial Mechanics and Dynamical Astronomy, 109, 101-135 (2011CeMDA.109..101A)","-0.1061/36525","d\alpha_0/dt",2006-11-20T17:00:00
NatureMars_NorthRotationalPole_DeclinationRateOfChange,-0.0000016674,deg day^-1,false,true,"IAU-recommended value for the rate of change (in degrees per Julian day, calculated from the standard epoch) of the declination \delta_0 of the north pole of rotation of Mars. The pair (\alpha_0, \delta_0) denotes standard equatorial coordinates with equinox J2000 at epoch J2000 (the standard epoch is 1.5 January 2000 = JD2451545.0 TDB). The north pole is that pole of rotation that lies on the north side of the invariable plane of the solar system; the approximate coordinates of the north pole of the invariable plane are \alpha_0 = 273.85 deg and \delta_0 = 66.99 degrees","B.A. Archinal, et al., 1 February 2011, 'Report of the IAU Working Group on Cartographic Coordinates and Rotational Elements: 2009', Celestial Mechanics and Dynamical Astronomy, 109, 101-135 (2011CeMDA.109..101A)","-0.0609/36525","d\delta_0/dt",2006-11-20T17:00:00
NatureMars_EquatorialRadius,3.39619e+6,m,false,true,"Equatorial radius of Mars","","Mars_VolumetricRadius * pow(1 - Mars_Flattening; -1/3)","a",2010-10-08T15:00:00
NatureMars_PolarRadius,3.37616e+6,m,false,true,"Polar radius of Mars. Mars has a significant dichotomy in shape between the northern and southern hemispheres: the average polar radius is listed as 3.37620E6 m in B.A. Archinal, et al., 1 February 2011, 'Report of the IAU Working Group on Cartographic Coordinates and Rotational Elements: 2009', Celestial Mechanics and Dynamical Astronomy, 109, 101-135 (2011CeMDA.109..101A); see also D.K. Yeomans (NASA/JPL), 5 November 2008, 'Planets and Pluto: Physical Characteristics', http://ssd.jpl.nasa.gov/?planet_phys_par","","Mars_EquatorialRadius * (1 - Mars_Flattening)","b",2010-10-08T15:00:00
